fips,countyname,state,type,typename,death,obesity,uninsured,childpoverty,longcomute,overdose,income,nhwhite
22079,Rapides Parish,LA,3,African American South,10554.2686,0.36,0.142580545,0.278,0.213,6,42452,0.611701806
22081,Red River Parish,LA,3,African American South,11824.06947,0.371,0.146560319,0.359,0.385,7,33044,0.565614035
22083,Richland Parish,LA,3,African American South,10393.63395,0.377,0.148613387,0.382,0.243,4,33820,0.603377386
22089,St. Charles Parish,LA,3,African American South,8151.77831,0.341,0.108367927,0.183,0.457,10,64742,0.652457344
22091,St. Helena Parish,LA,3,African American South,12660.763,0.389,0.152806895,0.419,0.526,12,35519,0.44358828
22093,St. James Parish,LA,3,African American South,9827.288164,0.374,0.111530771,0.261,0.415,5,47876,0.481931623
22095,St. John the Baptist,LA,3,African American South,9417.7658,0.385,0.132743834,0.284,0.498,7,52166,0.358185694
22097,St. Landry Parish,LA,3,African American South,12029.30909,0.388,0.148832203,0.382,0.384,10,32185,0.54736955
22099,St. Martin Parish,LA,3,African American South,9973.361236,0.383,0.143679665,0.27,0.405,5,46560,0.644379432
22101,St. Mary Parish,LA,3,African American South,10502.80184,0.36,0.17582963,0.341,0.177,8,37822,0.561188643
22107,Tensas Parish,LA,3,African American South,10172.68163,0.338,0.166041778,0.504,0.203,9,26657,0.424189689
22109,Terrebonne Parish,LA,3,African American South,9541.27225,0.392,0.174774499,0.299,0.247,10,49206,0.668963081
22113,Vermilion Parish,LA,3,African American South,8234.033963,0.325,0.151876466,0.268,0.387,6,44048,0.781961631
22117,Washington Parish,LA,3,African American South,13163.97634,0.35,0.157724715,0.384,0.428,14,34240,0.658540272
22119,Webster Parish,LA,3,African American South,10485.9541,0.35,0.144489098,0.347,0.344,8,33251,0.622034752
22125,West Feliciana Paris,LA,3,African American South,7460.747204,0.32,0.114548091,0.215,0.454,5,56459,0.520985402
24019,Dorchester County,MD,3,African American South,8024.559132,0.351,0.086168682,0.291,0.384,8,44491,0.633579267
28001,Adams County,MS,3,African American South,11437.14224,0.356,0.158620397,0.461,0.123,6,32956,0.368311572
28005,Amite County,MS,3,African American South,10432.4641,0.399,0.188228081,0.339,0.462,6,34986,0.57914593
28007,Attala County,MS,3,African American South,11453.41673,0.401,0.161077805,0.345,0.289,6,31722,0.542252033
28011,Bolivar County,MS,3,African American South,13472.7757,0.364,0.146701906,0.422,0.21,4,29633,0.326969484
28013,Calhoun County,MS,3,African American South,12162.49016,0.354,0.188786137,0.327,0.344,6,34417,0.649075975
28015,Carroll County,MS,3,African American South,9345.651937,0.365,0.176959004,0.263,0.354,5,39622,0.642710873
28017,Chickasaw County,MS,3,African American South,9828.076177,0.362,0.180279306,0.342,0.329,5,34611,0.500057985
28021,Claiborne County,MS,3,African American South,13624.57411,0.462,0.1451757,0.524,0.309,5,29266,0.117627749
28025,Clay County,MS,3,African American South,12527.11455,0.341,0.155608504,0.377,0.272,4,34408,0.391586902
28027,Coahoma County,MS,3,African American South,15169.23902,0.429,0.147245763,0.663,0.232,8,26815,0.21407871
28029,Copiah County,MS,3,African American South,12247.49293,0.378,0.153755125,0.386,0.418,5,34450,0.442314444
28031,Covington County,MS,3,African American South,10999.9471,0.35,0.17166822,0.364,0.437,6,33348,0.607184833
28035,Forrest County,MS,3,African American South,10694.47227,0.351,0.155089593,0.368,0.193,6,36709,0.570868266
28043,Grenada County,MS,3,African American South,12814.18677,0.364,0.144987292,0.346,0.169,5,37419,0.547826087
28049,Hinds County,MS,3,African American South,10389.42955,0.361,0.128607538,0.314,0.289,4,42903,0.248262025
28051,Holmes County,MS,3,African American South,15614.21262,0.408,0.152938811,0.513,0.355,5,22045,0.156397578
28053,Humphreys County,MS,3,African American South,12839.00415,0.416,0.169445204,0.568,0.267,4,25506,0.212968401
28055,Issaquena County,MS,3,African American South,14558.54405,0.343,0.182548795,0.54,0.267,7,26957,0.340803709
28061,Jasper County,MS,3,African American South,11648.71846,0.383,0.157937929,0.338,0.465,5,34806,0.450054289
28063,Jefferson County,MS,3,African American South,13132.39128,0.464,0.157294079,0.448,0.395,3,26731,0.132109086
28065,Jefferson Davis Coun,MS,3,African American South,14233.34006,0.412,0.177212461,0.43,0.511,6,30815,0.383838384
28067,Jones County,MS,3,African American South,10336.31196,0.409,0.163113879,0.294,0.261,5,40283,0.648227451
28069,Kemper County,MS,3,African American South,10520.27289,0.36,0.198630137,0.393,0.58,5,31018,0.338419564
28075,Lauderdale County,MS,3,African American South,10795.52836,0.339,0.138594038,0.348,0.176,5,40949,0.526898592
28081,Lee County,MS,3,African American South,9427.972026,0.319,0.13759309,0.219,0.184,6,43834,0.660908165
28083,Leflore County,MS,3,African American South,12502.85352,0.409,0.164251981,0.467,0.122,5,27573,0.226621115
28085,Lincoln County,MS,3,African American South,12018.91451,0.388,0.158200341,0.272,0.366,5,39701,0.670770211
28087,Lowndes County,MS,3,African American South,10084.99638,0.356,0.146631759,0.309,0.206,5,44142,0.519881883
28093,Marshall County,MS,3,African American South,12438.85546,0.37,0.156059438,0.325,0.533,5,37561,0.474791207
28095,Monroe County,MS,3,African American South,9368.232366,0.384,0.157290274,0.274,0.341,5,38208,0.6679118
28097,Montgomery County,MS,3,African American South,14334.7858,0.379,0.158198331,0.364,0.395,8,34946,0.519976441
28101,Newton County,MS,3,African American South,14255.70357,0.368,0.160235374,0.312,0.417,6,37468,0.614899341
28103,Noxubee County,MS,3,African American South,10454.66132,0.383,0.19175529,0.477,0.41,4,29330,0.261007429
28107,Panola County,MS,3,African American South,12799.76717,0.369,0.156384009,0.37,0.31,7,35570,0.471344105
28113,Pike County,MS,3,African American South,12946.79641,0.343,0.154812607,0.429,0.246,5,32485,0.43787027
28119,Quitman County,MS,3,African American South,14244.89092,0.417,0.170613823,0.505,0.403,10,26210,0.265478296
28125,Sharkey County,MS,3,African American South,14176.80161,0.368,0.170795994,0.529,0.332,4,27880,0.269112478
28133,Sunflower County,MS,3,African American South,12927.43368,0.422,0.159949686,0.468,0.246,4,29529,0.24145113
28135,Tallahatchie County,MS,3,African American South,12497.68635,0.422,0.163618486,0.479,0.394,5,29233,0.356190079
28137,Tate County,MS,3,African American South,9368.371125,0.368,0.159206377,0.253,0.511,8,45643,0.646324598
28143,Tunica County,MS,3,African American South,13156.09912,0.393,0.126074499,0.471,0.29,5,30241,0.197088138
28147,Walthall County,MS,3,African American South,13177.72942,0.367,0.189731955,0.383,0.54,7,32016,0.524145489
28149,Warren County,MS,3,African American South,10981.27641,0.374,0.126699768,0.361,0.171,5,41162,0.473292321
28151,Washington County,MS,3,African American South,12865.27915,0.408,0.166678968,0.494,0.152,4,30187,0.252524825
28157,Wilkinson County,MS,3,African American South,13687.55486,0.374,0.145221971,0.438,0.518,5,26390,0.277992705
28159,Winston County,MS,3,African American South,12181.3014,0.359,0.172659896,0.349,0.323,7,36091,0.502643172
28161,Yalobusha County,MS,3,African American South,13146.0359,0.379,0.140801746,0.351,0.384,7,35312,0.579263892
28163,Yazoo County,MS,3,African American South,12452.56216,0.37,0.147665145,0.417,0.415,5,31773,0.354716843
29133,Mississippi County,MO,3,African American South,9870.561387,0.352,0.150774246,0.347,0.204,8,32388,0.71693601
29155,Pemiscot County,MO,3,African American South,16218.06843,0.355,0.129871919,0.413,0.168,12,33293,0.688514028
37007,Anson County,NC,3,African American South,10502.32998,0.346,0.136714385,0.358,0.394,6,35809,0.446675574
37015,Bertie County,NC,3,African American South,9780.77714,0.369,0.126094691,0.349,0.284,5,33809,0.346731137
37017,Bladen County,NC,3,African American South,11523.77117,0.383,0.165588332,0.353,0.335,8,33621,0.547790522
37033,Caswell County,NC,3,African American South,7853.333046,0.335,0.129256063,0.295,0.524,8,40570,0.612614579
37041,Chowan County,NC,3,African American South,8842.061543,0.327,0.139241663,0.313,0.417,8,41151,0.596746159
37047,Columbus County,NC,3,African American South,11462.96067,0.331,0.153170911,0.359,0.338,10,35290,0.59256703
37061,Duplin County,NC,3,African American South,7623.41138,0.356,0.214158895,0.31,0.363,5,38771,0.516881751
37065,Edgecombe County,NC,3,African American South,10880.78157,0.363,0.122103285,0.362,0.263,6,34612,0.363817097
37069,Franklin County,NC,3,African American South,7717.676965,0.328,0.141319106,0.215,0.542,6,49484,0.637493239
37077,Granville County,NC,3,African American South,7208.133295,0.335,0.109674194,0.209,0.469,5,50414,0.582050109
37079,Greene County,NC,3,African American South,7003.360792,0.334,0.181340173,0.325,0.357,5,39738,0.46957672
37083,Halifax County,NC,3,African American South,10604.5791,0.398,0.13372206,0.38,0.337,8,33044,0.386238071
37091,Hertford County,NC,3,African American South,9778.747288,0.405,0.126939432,0.342,0.271,5,35424,0.336426914
37095,Hyde County,NC,3,African American South,6551.63884,0.318,0.157839539,0.297,0.259,8,37881,0.599238717
37103,Jones County,NC,3,African American South,8264.96519,0.354,0.146952479,0.366,0.436,8,38873,0.625190452
37105,Lee County,NC,3,African American South,8370.414313,0.292,0.15804061,0.242,0.311,7,46723,0.587577161
37107,Lenoir County,NC,3,African American South,10386.8169,0.359,0.14778388,0.323,0.263,5,39341,0.493273073
37117,Martin County,NC,3,African American South,9187.158818,0.398,0.123366641,0.359,0.333,7,35561,0.521491455
37123,Montgomery County,NC,3,African American South,8244.652149,0.295,0.170106229,0.301,0.314,7,40371,0.63151944
37127,Nash County,NC,3,African American South,8927.757017,0.351,0.124308344,0.251,0.223,6,47403,0.504356151
37131,Northampton County,NC,3,African American South,10046.43455,0.356,0.126673327,0.372,0.331,6,35711,0.3842
37137,Pamlico County,NC,3,African American South,10693.95779,0.32,0.132380074,0.322,0.46,11,43927,0.747055612
37141,Pender County,NC,3,African American South,7289.895919,0.307,0.143978047,0.209,0.478,8,50437,0.749145372
37143,Perquimans County,NC,3,African American South,7387.306091,0.322,0.124411971,0.286,0.397,10,45052,0.722084739
37145,Person County,NC,3,African American South,8667.569033,0.326,0.117378953,0.238,0.475,7,47974,0.666072701
37147,Pitt County,NC,3,African American South,7428.607423,0.3,0.124518459,0.242,0.202,7,45918,0.550440131
37153,Richmond County,NC,3,African American South,10231.21098,0.363,0.152496407,0.382,0.261,13,35367,0.573444002
37157,Rockingham County,NC,3,African American South,9318.175372,0.35,0.131988185,0.271,0.384,10,41620,0.726062171
37159,Rowan County,NC,3,African American South,9514.446594,0.338,0.138536281,0.261,0.291,13,47971,0.726890726
37163,Sampson County,NC,3,African American South,9593.109423,0.35,0.187920361,0.291,0.353,9,41477,0.515319055
37165,Scotland County,NC,3,African American South,10097.77168,0.352,0.147345133,0.387,0.238,8,35138,0.439025082
37177,Tyrrell County,NC,3,African American South,9148.836089,0.325,0.192026335,0.382,0.415,9,33666,0.507606858
37181,Vance County,NC,3,African American South,11138.67429,0.38,0.137334829,0.359,0.243,10,34717,0.40174939
37185,Warren County,NC,3,African American South,8850.9112,0.369,0.167695962,0.395,0.438,5,36285,0.380770583
37187,Washington County,NC,3,African American South,8199.888258,0.322,0.138168896,0.432,0.298,5,35367,0.449610496
37195,Wilson County,NC,3,African American South,8535.215529,0.33,0.149827295,0.358,0.213,5,41352,0.47490234
45001,Abbeville County,SC,3,African American South,9540.950206,0.378,0.131229236,0.246,0.455,5,40211,0.688123191
45003,Aiken County,SC,3,African American South,8596.585308,0.345,0.120611463,0.261,0.346,9,47394,0.665295179
45005,Allendale County,SC,3,African American South,11729.41823,0.389,0.127286822,0.517,0.356,5,26864,0.221890547
45009,Bamberg County,SC,3,African American South,10464.21846,0.406,0.136208138,0.427,0.357,7,32245,0.3573507
45011,Barnwell County,SC,3,African American South,10905.46611,0.354,0.126325237,0.359,0.396,6,41803,0.512498254
45017,Calhoun County,SC,3,African American South,9816.897995,0.305,0.133847472,0.263,0.499,5,41786,0.535009462
45023,Chester County,SC,3,African American South,12400.69562,0.308,0.118421053,0.303,0.477,5,39972,0.589260744
45025,Chesterfield County,SC,3,African American South,10272.35776,0.368,0.148410359,0.311,0.324,6,39869,0.603264295
45027,Clarendon County,SC,3,African American South,9383.995057,0.403,0.140559385,0.394,0.413,5,34541,0.476038997
45029,Colleton County,SC,3,African American South,11131.08209,0.377,0.160329867,0.387,0.489,8,35760,0.56659547
45031,Darlington County,SC,3,African American South,11369.83983,0.378,0.131283286,0.323,0.253,6,37711,0.550971235
45033,Dillon County,SC,3,African American South,12005.28747,0.392,0.165469848,0.382,0.318,5,31761,0.460820533
45037,Edgefield County,SC,3,African American South,7952.268506,0.37,0.125160759,0.258,0.372,5,46816,0.567266105
45039,Fairfield County,SC,3,African American South,10831.18057,0.385,0.129818997,0.323,0.547,5,36715,0.380126253
45041,Florence County,SC,3,African American South,10295.56425,0.35,0.115815268,0.278,0.272,5,45044,0.523028355
45043,Georgetown County,SC,3,African American South,8535.848042,0.309,0.138455453,0.3,0.333,6,47842,0.63844688
45049,Hampton County,SC,3,African American South,11282.85017,0.396,0.12384449,0.321,0.487,5,35667,0.410199779
45053,Jasper County,SC,3,African American South,9362.42448,0.394,0.191763727,0.349,0.526,6,41902,0.425680661
45055,Kershaw County,SC,3,African American South,9355.414934,0.335,0.127959296,0.215,0.454,6,48824,0.687926112
45057,Lancaster County,SC,3,African American South,8736.097555,0.318,0.127639955,0.205,0.475,8,53421,0.704734692
45061,Lee County,SC,3,African American South,11305.80791,0.428,0.126456034,0.406,0.387,5,32015,0.33036575
45065,McCormick County,SC,3,African American South,10299.17769,0.355,0.12301013,0.336,0.47,6,43262,0.502125894
45067,Marion County,SC,3,African American South,13310.79141,0.413,0.130017046,0.413,0.492,5,31556,0.389680388
45069,Marlboro County,SC,3,African American South,13409.89527,0.366,0.143759399,0.408,0.355,5,32991,0.391092967
45071,Newberry County,SC,3,African American South,9263.166316,0.351,0.143858244,0.284,0.325,5,42128,0.600015757
45075,Orangeburg County,SC,3,African American South,12062.72465,0.41,0.134099944,0.36,0.37,4,34557,0.33411829
45079,Richland County,SC,3,African American South,7753.910296,0.321,0.105988481,0.22,0.286,6,51973,0.431096157
45081,Saluda County,SC,3,African American South,8614.092798,0.357,0.188112669,0.275,0.496,5,43685,0.582462742
45085,Sumter County,SC,3,African American South,9056.75302,0.347,0.132103396,0.295,0.25,4,41205,0.45469105
45087,Union County,SC,3,African American South,11582.69033,0.364,0.117386189,0.342,0.395,9,39119,0.650200557
45089,Williamsburg County,SC,3,African American South,11421.41029,0.408,0.129238388,0.488,0.453,5,28314,0.31409795
47069,Hardeman County,TN,3,African American South,9517.69985,0.397,0.118224932,0.313,0.403,5,36653,0.54778848
47075,Haywood County,TN,3,African American South,10585.49689,0.359,0.118962373,0.319,0.354,6,35672,0.442054557
47095,Lake County,TN,3,African American South,12178.77851,0.349,0.115290069,0.491,0.241,8,30078,0.674867725
47097,Lauderdale County,TN,3,African American South,10995.33922,0.375,0.11883747,0.345,0.29,9,38479,0.601650917
47113,Madison County,TN,3,African American South,9244.020795,0.346,0.108436183,0.269,0.158,5,43037,0.562167863
47157,Shelby County,TN,3,African American South,9629.245071,0.325,0.136493989,0.33,0.306,8,47639,0.361701172
48001,Anderson County,TX,3,African American South,10118.88261,0.33,0.190787478,0.244,0.243,8,43967,0.594207919
48005,Angelina County,TX,3,African American South,8802.202512,0.396,0.218991098,0.267,0.148,5,43658,0.611520543
48037,Bowie County,TX,3,African American South,9675.721168,0.351,0.160085379,0.301,0.129,5,45455,0.640251438
48063,Camp County,TX,3,African American South,9282.879799,0.342,0.229490874,0.316,0.317,8,41937,0.556151395
48073,Cherokee County,TX,3,African American South,8990.864997,0.308,0.217052538,0.28,0.338,7,39407,0.607532709
48145,Falls County,TX,3,African American South,7479.535085,0.306,0.211977807,0.338,0.468,6,38559,0.510565623
48185,Grimes County,TX,3,African American South,8912.424402,0.301,0.211726545,0.249,0.407,7,50891,0.588341585
48203,Harrison County,TX,3,African American South,8737.926439,0.338,0.182710061,0.248,0.282,5,47181,0.638425467
48225,Houston County,TX,3,African American South,8950.368892,0.284,0.201888257,0.295,0.38,6,34587,0.622659752
48245,Jefferson County,TX,3,African American South,9195.496819,0.343,0.219099504,0.3,0.194,8,46198,0.412947279
48313,Madison County,TX,3,African American South,8614.589234,0.292,0.216236008,0.233,0.313,6,42429,0.552799028
48315,Marion County,TX,3,African American South,11755.35641,0.297,0.178529296,0.357,0.538,9,34919,0.705922933
48349,Navarro County,TX,3,African American South,9185.067377,0.277,0.223507033,0.271,0.289,5,44111,0.570657214
48351,Newton County,TX,3,African American South,10509.33586,0.302,0.17064783,0.319,0.453,12,41388,0.732771549
48373,Polk County,TX,3,African American South,11001.90724,0.323,0.227298314,0.33,0.343,12,43014,0.712142082
48395,Robertson County,TX,3,African American South,9164.146834,0.307,0.204102869,0.294,0.406,8,42680,0.578592323
48405,San Augustine County,TX,3,African American South,12433.76381,0.328,0.187007558,0.387,0.357,13,36426,0.688221154
48407,San Jacinto County,TX,3,African American South,10202.03867,0.281,0.224410172,0.267,0.598,9,45794,0.745912585
48419,Shelby County,TX,3,African American South,11921.66667,0.327,0.244345604,0.308,0.368,8,37410,0.615035772
51001,Accomack County,VA,3,African American South,9538.187336,0.362,0.184762577,0.318,0.234,7,39040,0.605942878
51009,Amherst County,VA,3,African American South,7376.804536,0.321,0.12316668,0.209,0.333,5,46497,0.755255588
51011,Appomattox County,VA,3,African American South,8385.596506,0.312,0.124606569,0.196,0.544,5,51431,0.766268175
51025,Brunswick County,VA,3,African American South,9377.86585,0.348,0.129466643,0.3,0.449,5,39433,0.413470418
51029,Buckingham County,VA,3,African American South,7113.461429,0.342,0.142250708,0.243,0.573,6,42455,0.609221023
51031,Campbell County,VA,3,African American South,7401.764499,0.339,0.122564862,0.184,0.289,5,49935,0.802536759
51036,Charles City County,VA,3,African American South,7208.268955,0.35,0.175291545,0.2,0.641,7,56907,0.413661434
51049,Cumberland County,VA,3,African American South,8230.667971,0.339,0.131792952,0.264,0.648,7,42692,0.626087857
51053,Dinwiddie County,VA,3,African American South,8446.838542,0.323,0.113000839,0.184,0.486,5,54805,0.618177942
51057,Essex County,VA,3,African American South,7445.245067,0.347,0.13619254,0.24,0.463,6,50033,0.548323294
51081,Greensville County,VA,3,African American South,10208.22104,0.32,0.105483341,0.266,0.285,4,41539,0.369468649
51083,Halifax County,VA,3,African American South,9854.197835,0.318,0.125126362,0.258,0.338,6,39859,0.5972508
51089,Henry County,VA,3,African American South,9999.16331,0.323,0.141090782,0.283,0.261,12,36703,0.700495675
51097,King and Queen Count,VA,3,African American South,4834.325237,0.329,0.139572193,0.187,0.62,8,52115,0.65511943
51111,Lunenburg County,VA,3,African American South,7780.386711,0.291,0.152326901,0.261,0.419,5,38313,0.598386703
51117,Mecklenburg County,VA,3,African American South,9852.334781,0.307,0.14648429,0.26,0.343,5,45827,0.602939272
51131,Northampton County,VA,3,African American South,11260.35458,0.361,0.156089958,0.294,0.251,7,39348,0.540406953
51135,Nottoway County,VA,3,African American South,8585.654516,0.347,0.135802469,0.291,0.31,6,40514,0.546521321
51143,Pittsylvania County,VA,3,African American South,8038.925076,0.337,0.122219476,0.19,0.313,6,46192,0.741939144
51159,Richmond County,VA,3,African American South,9506.406212,0.285,0.139190875,0.237,0.308,6,45403,0.612263506
51175,Southampton County,VA,3,African American South,7271.22675,0.311,0.120837728,0.211,0.479,5,49595,0.610345019
51181,Surry County,VA,3,African American South,7430.184259,0.346,0.110719585,0.218,0.632,7,51810,0.523380196
51183,Sussex County,VA,3,African American South,8052.419776,0.368,0.13710121,0.302,0.502,5,41790,0.386039638
51193,Westmoreland County,VA,3,African American South,9426.884222,0.322,0.144791978,0.278,0.545,9,48983,0.637050932
51590,Danville city,VA,3,African American South,11598.91452,0.353,0.117639824,0.376,0.165,8,35220,0.433194902
51595,Emporia city,VA,3,African American South,12976.55746,0.307,0.119169828,0.386,0.255,11,33499,0.288972667
51620,Franklin city,VA,3,African American South,11809.00422,0.353,0.125144844,0.338,0.347,7,40247,0.376354443
51650,Hampton city,VA,3,African American South,8696.984934,0.373,0.102712218,0.235,0.258,6,50294,0.390288753
51670,Hopewell city,VA,3,African American South,12219.9697,0.287,0.126533661,0.31,0.308,8,40126,0.476533978
51690,Martinsville city,VA,3,African American South,14557.3436,0.332,0.1208708,0.348,0.142,12,34262,0.461435478
51700,Newport News city,VA,3,African American South,8170.279166,0.315,0.107501558,0.211,0.269,7,50149,0.440219992
51710,Norfolk city,VA,3,African American South,9156.317597,0.307,0.130062553,0.312,0.256,8,45809,0.437068315
51730,Petersburg city,VA,3,African American South,14028.06278,0.453,0.122088055,0.367,0.283,8,34238,0.149676934
51740,Portsmouth city,VA,3,African American South,10468.82379,0.366,0.11599286,0.301,0.353,9,46617,0.38198673
51760,Richmond city,VA,3,African American South,9164.007542,0.299,0.145040839,0.389,0.209,12,42336,0.406277726
1007,Bibb County,AL,4,Evangelical Hubs,11741.93889,0.384,0.118558812,0.275,0.488,8,43079,0.744159343
1009,Blount County,AL,4,Evangelical Hubs,9359.122343,0.358,0.139636594,0.194,0.602,8,47213,0.874670733
1015,Calhoun County,AL,4,Evangelical Hubs,11527.7812,0.361,0.113968681,0.257,0.294,6,41778,0.726239192
1021,Chilton County,AL,4,Evangelical Hubs,11099.68353,0.36,0.152329944,0.263,0.476,9,44188,0.805602968
1027,Clay County,AL,4,Evangelical Hubs,10235.92252,0.381,0.143695835,0.282,0.375,6,38512,0.804254373
1029,Cleburne County,AL,4,Evangelical Hubs,11380.4833,0.346,0.1212046,0.245,0.504,8,43483,0.92749933
1033,Colbert County,AL,4,Evangelical Hubs,10566.51333,0.346,0.106027447,0.251,0.261,5,46572,0.787848606
1039,Covington County,AL,4,Evangelical Hubs,10307.0633,0.338,0.122630509,0.281,0.27,5,35010,0.832238774
1041,Crenshaw County,AL,4,Evangelical Hubs,9452.323779,0.396,0.128085742,0.288,0.434,6,37374,0.708042838
1043,Cullman County,AL,4,Evangelical Hubs,10054.25279,0.346,0.141469931,0.207,0.358,6,41543,0.922833481
1049,DeKalb County,AL,4,Evangelical Hubs,9760.520702,0.305,0.176473564,0.309,0.305,7,37128,0.807235543
1055,Etowah County,AL,4,Evangelical Hubs,11419.0149,0.368,0.119708923,0.268,0.284,9,40972,0.780829531
1057,Fayette County,AL,4,Evangelical Hubs,10281.84983,0.356,0.119146369,0.29,0.362,9,38403,0.848543455
1059,Franklin County,AL,4,Evangelical Hubs,11639.52447,0.332,0.164460459,0.294,0.341,9,37049,0.772321993
1061,Geneva County,AL,4,Evangelical Hubs,9969.70114,0.366,0.156866411,0.314,0.449,5,36976,0.838994514
1067,Henry County,AL,4,Evangelical Hubs,7766.294558,0.378,0.135215453,0.289,0.358,5,41426,0.688126311
1071,Jackson County,AL,4,Evangelical Hubs,11391.85656,0.369,0.138287016,0.236,0.379,5,41407,0.894932679
1075,Lamar County,AL,4,Evangelical Hubs,9712.564143,0.338,0.126368068,0.271,0.371,7,38358,0.8614025
1077,Lauderdale County,AL,4,Evangelical Hubs,8671.725737,0.348,0.111913896,0.209,0.301,5,44124,0.847732837
1079,Lawrence County,AL,4,Evangelical Hubs,10953.17031,0.336,0.136007936,0.24,0.473,8,43107,0.766664661
1093,Marion County,AL,4,Evangelical Hubs,10659.26136,0.349,0.130355088,0.272,0.289,5,36386,0.918627909
1095,Marshall County,AL,4,Evangelical Hubs,10600.96991,0.337,0.1547843,0.321,0.293,6,42117,0.814422481
1103,Morgan County,AL,4,Evangelical Hubs,8845.547768,0.315,0.137020256,0.232,0.372,7,46843,0.760536753
1111,Randolph County,AL,4,Evangelical Hubs,12086.55973,0.339,0.136675786,0.345,0.437,7,40283,0.752251457
1121,Talladega County,AL,4,Evangelical Hubs,11817.47237,0.406,0.112455308,0.246,0.335,5,40555,0.631237282
1123,Tallapoosa County,AL,4,Evangelical Hubs,9790.656401,0.367,0.119795855,0.303,0.332,5,40169,0.691089449
1127,Walker County,AL,4,Evangelical Hubs,14934.3414,0.362,0.128439322,0.299,0.395,14,39511,0.890621392
1129,Washington County,AL,4,Evangelical Hubs,11894.65061,0.403,0.12149126,0.265,0.478,5,37575,0.646335641
1133,Winston County,AL,4,Evangelical Hubs,10656.16897,0.347,0.126292898,0.251,0.398,6,38644,0.939676539
5001,Arkansas County,AR,4,Evangelical Hubs,11173.24101,0.319,0.104770814,0.279,0.148,6,39726,0.701438454
5009,Boone County,AR,4,Evangelical Hubs,8983.007071,0.378,0.103977196,0.241,0.214,8,39881,0.940086854
5025,Cleveland County,AR,4,Evangelical Hubs,10443.2776,0.352,0.092809868,0.222,0.528,7,45256,0.844921733
5029,Conway County,AR,4,Evangelical Hubs,9629.23195,0.379,0.11041679,0.282,0.339,10,41892,0.815303052
5033,Crawford County,AR,4,Evangelical Hubs,8888.090882,0.339,0.121416265,0.243,0.3,11,42941,0.847383044
5037,Cross County,AR,4,Evangelical Hubs,10827.65858,0.394,0.107175811,0.294,0.238,7,40970,0.727299407
5051,Garland County,AR,4,Evangelical Hubs,10376.04045,0.305,0.128842416,0.307,0.21,13,42087,0.824050802
5053,Grant County,AR,4,Evangelical Hubs,8632.959419,0.392,0.087323756,0.169,0.518,6,54411,0.927386351
5055,Greene County,AR,4,Evangelical Hubs,10591.63773,0.333,0.089090811,0.225,0.276,10,45208,0.934077761
5059,Hot Spring County,AR,4,Evangelical Hubs,11352.07962,0.353,0.09008619,0.229,0.419,6,46313,0.82768023
5063,Independence County,AR,4,Evangelical Hubs,9544.303144,0.364,0.107192947,0.235,0.2,7,42520,0.888802195
5067,Jackson County,AR,4,Evangelical Hubs,10749.21104,0.344,0.109949355,0.319,0.24,8,35098,0.768770687
5071,Johnson County,AR,4,Evangelical Hubs,7917.909243,0.376,0.150393185,0.254,0.195,7,37205,0.800962714
5081,Little River County,AR,4,Evangelical Hubs,10377.0972,0.376,0.102240614,0.263,0.381,7,43567,0.726447675
5083,Logan County,AR,4,Evangelical Hubs,11956.82517,0.391,0.113256937,0.282,0.371,10,39361,0.908957416
5109,Pike County,AR,4,Evangelical Hubs,10845.2415,0.365,0.165368972,0.285,0.44,8,34821,0.870291728
5111,Poinsett County,AR,4,Evangelical Hubs,13025.87831,0.399,0.11206544,0.315,0.328,10,36125,0.872455563
5115,Pope County,AR,4,Evangelical Hubs,7582.014932,0.323,0.121944945,0.216,0.157,6,42916,0.842706847
5127,Scott County,AR,4,Evangelical Hubs,9144.002826,0.335,0.152969121,0.329,0.306,11,34245,0.844701761
5131,Sebastian County,AR,4,Evangelical Hubs,8658.451096,0.348,0.13000299,0.228,0.172,10,42559,0.702213736
5145,White County,AR,4,Evangelical Hubs,9762.501398,0.38,0.109336012,0.218,0.314,6,44329,0.883564841
5147,Woodruff County,AR,4,Evangelical Hubs,11909.64123,0.364,0.130193376,0.372,0.239,10,30400,0.697635898
12041,Gilchrist County,FL,4,Evangelical Hubs,9158.895671,0.316,0.186452407,0.25,0.518,10,41721,0.874854753
12059,Holmes County,FL,4,Evangelical Hubs,10110.78093,0.314,0.166846613,0.345,0.483,10,41110,0.870221173
13001,Appling County,GA,4,Evangelical Hubs,11286.99117,0.351,0.191652865,0.316,0.226,7,37954,0.694920773
13005,Bacon County,GA,4,Evangelical Hubs,11807.27177,0.315,0.20173003,0.345,0.229,10,36873,0.731445656
13011,Banks County,GA,4,Evangelical Hubs,8304.859687,0.299,0.18539108,0.23,0.476,9,43370,0.878458444
13025,Brantley County,GA,4,Evangelical Hubs,9565.739643,0.325,0.185885963,0.301,0.514,12,37675,0.924434759
13055,Chattooga County,GA,4,Evangelical Hubs,9480.54035,0.349,0.17936143,0.249,0.356,9,37345,0.827948759
13115,Floyd County,GA,4,Evangelical Hubs,8277.480196,0.327,0.175960411,0.235,0.247,10,46634,0.716942834
13119,Franklin County,GA,4,Evangelical Hubs,12466.2423,0.309,0.184554524,0.293,0.371,13,41543,0.837589606
