fips,countyname,state,type,typename,death,obesity,uninsured,childpoverty,longcomute,overdose,income,nhwhite
26105,Mason County,MI,5,Working Class Country,7140.805108,0.307,0.0759839,0.243,0.165,7,46624,0.914496468
26113,Missaukee County,MI,5,Working Class Country,6878.95405,0.307,0.092202762,0.218,0.242,10,41625,0.941133625
26117,Montcalm County,MI,5,Working Class Country,6935.284923,0.349,0.075398174,0.227,0.443,7,46877,0.919649379
26123,Newaygo County,MI,5,Working Class Country,7129.388774,0.37,0.076708724,0.241,0.442,8,47221,0.907422087
26133,Osceola County,MI,5,Working Class Country,7133.661292,0.33,0.092903367,0.289,0.311,6,41018,0.946733016
26147,St. Clair County,MI,5,Working Class Country,7502.826762,0.347,0.068803016,0.198,0.417,11,52178,0.912342484
26149,St. Joseph County,MI,5,Working Class Country,7779.45336,0.313,0.087200874,0.216,0.287,6,48271,0.866399356
26151,Sanilac County,MI,5,Working Class Country,7694.819794,0.301,0.0904976,0.231,0.351,7,43579,0.940689222
26155,Shiawassee County,MI,5,Working Class Country,7111.418895,0.331,0.069318867,0.183,0.431,9,52716,0.943139715
26159,Van Buren County,MI,5,Working Class Country,6991.235907,0.324,0.090922255,0.248,0.347,9,48518,0.814351993
26165,Wexford County,MI,5,Working Class Country,8654.587626,0.324,0.073498733,0.27,0.245,8,40485,0.946838344
27005,Becker County,MN,5,Working Class Country,6874.054855,0.301,0.067238913,0.187,0.25,5,55780,0.866336634
27029,Clearwater County,MN,5,Working Class Country,8716.680217,0.302,0.080751578,0.225,0.324,8,43797,0.847853178
27035,Crow Wing County,MN,5,Working Class Country,6150.919103,0.299,0.048693154,0.152,0.215,5,51803,0.949890522
27041,Douglas County,MN,5,Working Class Country,5669.310051,0.325,0.0418934,0.104,0.146,5,55257,0.961394703
27065,Kanabec County,MN,5,Working Class Country,5053.089618,0.316,0.061023622,0.2,0.429,5,51347,0.951674037
27075,Lake County,MN,5,Working Class Country,7043.95977,0.292,0.044143688,0.131,0.327,6,62746,0.957364706
27111,Otter Tail County,MN,5,Working Class Country,6047.72034,0.298,0.055752696,0.14,0.243,4,51252,0.928449686
27115,Pine County,MN,5,Working Class Country,6591.616463,0.372,0.061698424,0.171,0.364,5,50962,0.893087207
27121,Pope County,MN,5,Working Class Country,6108.813259,0.31,0.048460253,0.121,0.221,5,58892,0.962530546
27159,Wadena County,MN,5,Working Class Country,8446.472924,0.288,0.059511556,0.192,0.238,7,40963,0.946370177
29033,Carroll County,MO,5,Working Class Country,6970.99344,0.366,0.124433107,0.237,0.311,8,44581,0.947492427
29035,Carter County,MO,5,Working Class Country,9597.623003,0.307,0.16818542,0.34,0.279,13,33283,0.945687419
29039,Cedar County,MO,5,Working Class Country,11395.18017,0.308,0.163779075,0.313,0.271,10,35998,0.950342466
29055,Crawford County,MO,5,Working Class Country,9021.83625,0.344,0.152460924,0.268,0.325,11,41139,0.954612789
29057,Dade County,MO,5,Working Class Country,8169.202452,0.323,0.153462794,0.287,0.397,9,37884,0.938409121
29059,Dallas County,MO,5,Working Class Country,7667.342795,0.349,0.167721519,0.293,0.511,10,36178,0.945464494
29061,Daviess County,MO,5,Working Class Country,8379.35507,0.362,0.178808971,0.295,0.344,7,43519,0.958825679
29067,Douglas County,MO,5,Working Class Country,8642.72974,0.329,0.168725907,0.316,0.438,6,33121,0.951639467
29073,Gasconade County,MO,5,Working Class Country,7571.953631,0.347,0.133955579,0.187,0.361,9,48593,0.961034576
29075,Gentry County,MO,5,Working Class Country,6816.39195,0.285,0.13813193,0.216,0.317,8,42402,0.959315418
29081,Harrison County,MO,5,Working Class Country,7802.229011,0.337,0.167414722,0.262,0.188,11,39021,0.953950444
29093,Iron County,MO,5,Working Class Country,13140.10306,0.342,0.147783251,0.323,0.421,15,34133,0.9422271
29111,Lewis County,MO,5,Working Class Country,6832.830269,0.344,0.13013347,0.231,0.452,8,43813,0.924708901
29115,Linn County,MO,5,Working Class Country,8211.634388,0.338,0.13378545,0.242,0.191,7,41176,0.952729365
29119,McDonald County,MO,5,Working Class Country,11427.94529,0.279,0.210667086,0.323,0.448,7,37594,0.778072502
29121,Macon County,MO,5,Working Class Country,7788.783047,0.354,0.1400252,0.235,0.249,7,40603,0.939683586
29123,Madison County,MO,5,Working Class Country,11871.73065,0.356,0.146578814,0.273,0.31,13,36909,0.943663104
29125,Maries County,MO,5,Working Class Country,8124.812793,0.357,0.152707276,0.233,0.525,10,43192,0.953036803
29137,Monroe County,MO,5,Working Class Country,6432.283427,0.32,0.133772258,0.244,0.384,8,41630,0.928604814
29139,Montgomery County,MO,5,Working Class Country,9914.295482,0.343,0.137844062,0.234,0.366,12,42701,0.944061962
29149,Oregon County,MO,5,Working Class Country,11440.42418,0.312,0.152679957,0.375,0.326,12,30126,0.938641209
29153,Ozark County,MO,5,Working Class Country,9629.585124,0.324,0.177941177,0.388,0.545,15,32042,0.951932446
29179,Reynolds County,MO,5,Working Class Country,12054.86414,0.334,0.161916563,0.35,0.329,14,33487,0.941130906
29181,Ripley County,MO,5,Working Class Country,10622.89305,0.359,0.161476461,0.383,0.359,10,30796,0.952377506
29185,St. Clair County,MO,5,Working Class Country,9698.746392,0.314,0.166470068,0.327,0.309,6,35683,0.944025022
29186,Ste. Genevieve Count,MO,5,Working Class Country,6789.200327,0.329,0.125409612,0.168,0.303,11,57701,0.94109817
29197,Schuyler County,MO,5,Working Class Country,5533.693607,0.328,0.172663877,0.301,0.333,8,38134,0.970869367
29203,Shannon County,MO,5,Working Class Country,9804.918002,0.334,0.16595092,0.403,0.26,11,29499,0.940377081
29205,Shelby County,MO,5,Working Class Country,7985.781049,0.353,0.148620401,0.247,0.259,9,40679,0.953140414
29207,Stoddard County,MO,5,Working Class Country,9234.148242,0.346,0.132103877,0.252,0.317,7,37694,0.956063269
29215,Texas County,MO,5,Working Class Country,9463.922545,0.332,0.157757149,0.399,0.333,7,33879,0.91185257
29221,Washington County,MO,5,Working Class Country,12544.39277,0.325,0.139913728,0.297,0.471,11,35745,0.945046097
29223,Wayne County,MO,5,Working Class Country,12357.33248,0.341,0.158651511,0.371,0.388,14,30793,0.952279473
30053,Lincoln County,MT,5,Working Class Country,7944.534386,0.265,0.177833753,0.28,0.169,10,37793,0.929539436
30061,Mineral County,MT,5,Working Class Country,13523.15605,0.269,0.160144689,0.262,0.299,15,39933,0.913957935
30089,Sanders County,MT,5,Working Class Country,10322.46621,0.261,0.220654346,0.257,0.235,9,38486,0.901768684
31097,Johnson County,NE,5,Working Class Country,7822.003587,0.318,0.110637001,0.146,0.301,8,47592,0.80293947
35027,Lincoln County,NM,5,Working Class Country,7695.293162,0.208,0.154632542,0.329,0.242,15,41214,0.627824386
36049,Lewis County,NY,5,Working Class Country,5960.498563,0.327,0.070914974,0.243,0.327,5,48314,0.958719524
36097,Schuyler County,NY,5,Working Class Country,6657.199268,0.272,0.065064235,0.221,0.394,5,48109,0.951378529
37009,Ashe County,NC,5,Working Class Country,8309.853581,0.3,0.173320923,0.258,0.408,12,39709,0.922931214
37043,Clay County,NC,5,Working Class Country,7382.206257,0.283,0.150855778,0.275,0.275,15,37581,0.934035731
37057,Davidson County,NC,5,Working Class Country,8704.625364,0.303,0.133482724,0.22,0.321,11,46263,0.805094406
37075,Graham County,NC,5,Working Class Country,8181.571774,0.298,0.167849057,0.307,0.23,15,35763,0.872283244
37087,Haywood County,NC,5,Working Class Country,7863.493225,0.321,0.119532628,0.282,0.316,14,45290,0.928842161
37089,Henderson County,NC,5,Working Class Country,7441.86602,0.295,0.145709673,0.189,0.258,12,53638,0.837709813
37113,Macon County,NC,5,Working Class Country,8005.305039,0.287,0.176836362,0.264,0.253,13,41140,0.894664883
37121,Mitchell County,NC,5,Working Class Country,8064.307926,0.28,0.144709363,0.25,0.342,15,42530,0.92502975
37125,Moore County,NC,5,Working Class Country,7251.450182,0.266,0.12466732,0.166,0.313,8,54545,0.77344011
37149,Polk County,NC,5,Working Class Country,7319.034384,0.284,0.135763411,0.228,0.421,11,47185,0.878872824
37151,Randolph County,NC,5,Working Class Country,7990.856665,0.318,0.160861235,0.208,0.299,8,45939,0.796724215
37175,Transylvania County,NC,5,Working Class Country,7026.321911,0.255,0.137107301,0.306,0.378,12,44578,0.90385879
37199,Yancey County,NC,5,Working Class Country,6885.454414,0.294,0.135352473,0.281,0.41,15,39686,0.924369273
39001,Adams County,OH,5,Working Class Country,10579.5699,0.315,0.093175796,0.296,0.485,14,38302,0.964274196
39015,Brown County,OH,5,Working Class Country,10865.22374,0.348,0.092685371,0.243,0.571,15,51504,0.966018419
39021,Champaign County,OH,5,Working Class Country,8100.559715,0.334,0.07038521,0.16,0.356,7,56203,0.931968927
39027,Clinton County,OH,5,Working Class Country,9373.949277,0.335,0.074538143,0.192,0.353,13,53234,0.934370674
39067,Harrison County,OH,5,Working Class Country,9157.901993,0.355,0.080533072,0.239,0.492,7,44274,0.950153525
39071,Highland County,OH,5,Working Class Country,10104.87309,0.312,0.0868626,0.284,0.429,10,44729,0.952822515
39073,Hocking County,OH,5,Working Class Country,8702.028767,0.403,0.078273592,0.224,0.449,9,47799,0.96534933
39077,Huron County,OH,5,Working Class Country,8150.70892,0.312,0.085910089,0.179,0.319,7,51278,0.904840945
39079,Jackson County,OH,5,Working Class Country,10942.25932,0.374,0.093701486,0.272,0.361,13,45168,0.961513613
39087,Lawrence County,OH,5,Working Class Country,10363.2324,0.376,0.079720168,0.265,0.277,12,42132,0.94793994
39091,Logan County,OH,5,Working Class Country,7872.364216,0.352,0.072748114,0.175,0.254,8,53760,0.935945976
39105,Meigs County,OH,5,Working Class Country,9520.633298,0.324,0.093620415,0.282,0.423,10,39070,0.966832432
39111,Monroe County,OH,5,Working Class Country,7440.816583,0.37,0.089738974,0.224,0.477,6,44062,0.972695285
39115,Morgan County,OH,5,Working Class Country,9580.807412,0.346,0.088615174,0.276,0.455,8,40680,0.923128884
39121,Noble County,OH,5,Working Class Country,6807.434418,0.326,0.080086114,0.181,0.435,8,48836,0.951308241
39123,Ottawa County,OH,5,Working Class Country,6952.778847,0.305,0.063012558,0.15,0.321,7,56569,0.925164878
39127,Perry County,OH,5,Working Class Country,7065.989917,0.343,0.084142074,0.239,0.494,7,47543,0.96774014
39131,Pike County,OH,5,Working Class Country,11466.85727,0.349,0.093961176,0.297,0.361,11,42869,0.952166193
39141,Ross County,OH,5,Working Class Country,9195.694881,0.358,0.075826768,0.249,0.308,13,47507,0.897896104
39145,Scioto County,OH,5,Working Class Country,10016.12406,0.395,0.080716013,0.316,0.329,15,39245,0.935561455
39163,Vinton County,OH,5,Working Class Country,11671.26869,0.322,0.092599411,0.318,0.499,14,41522,0.965250368
40041,Delaware County,OK,5,Working Class Country,9971.794694,0.382,0.217996171,0.28,0.371,10,39144,0.638372037
40091,McIntosh County,OK,5,Working Class Country,13721.76095,0.373,0.200822435,0.341,0.379,14,36903,0.680292708
40095,Marshall County,OK,5,Working Class Country,9995.904467,0.349,0.226039353,0.249,0.338,9,41669,0.6541906
42025,Carbon County,PA,5,Working Class Country,8284.415456,0.34,0.071255444,0.207,0.506,11,51021,0.922524138
42059,Greene County,PA,5,Working Class Country,8517.917417,0.333,0.065326811,0.212,0.402,11,50579,0.936554023
42123,Warren County,PA,5,Working Class Country,6788.763186,0.322,0.071247062,0.261,0.222,5,43896,0.968119925
42127,Wayne County,PA,5,Working Class Country,6839.780314,0.319,0.081085477,0.187,0.396,10,49357,0.906251233
47003,Bedford County,TN,5,Working Class Country,9269.45881,0.317,0.168345432,0.225,0.339,9,47295,0.775503327
47007,Bledsoe County,TN,5,Working Class Country,8044.166508,0.317,0.146608548,0.333,0.527,9,37530,0.891925043
47013,Campbell County,TN,5,Working Class Country,12744.23194,0.334,0.12558376,0.35,0.338,15,34997,0.96585587
47015,Cannon County,TN,5,Working Class Country,11259.78106,0.34,0.128344631,0.218,0.591,14,45097,0.940115492
47027,Clay County,TN,5,Working Class Country,10819.34501,0.313,0.14049871,0.338,0.486,15,30976,0.94504644
47029,Cocke County,TN,5,Working Class Country,13136.20264,0.329,0.116684607,0.387,0.428,13,31965,0.933842528
47035,Cumberland County,TN,5,Working Class Country,10207.13614,0.325,0.138407201,0.273,0.253,12,43504,0.94583582
47049,Fentress County,TN,5,Working Class Country,11345.22115,0.322,0.134663165,0.338,0.322,15,32352,0.967060389
47061,Grundy County,TN,5,Working Class Country,14410.21929,0.351,0.14859822,0.334,0.422,15,32453,0.96108746
47081,Hickman County,TN,5,Working Class Country,10153.74867,0.348,0.130268199,0.283,0.597,11,41406,0.911545586
47083,Houston County,TN,5,Working Class Country,10502.74407,0.329,0.12699396,0.265,0.456,15,40777,0.919842636
47087,Jackson County,TN,5,Working Class Country,12066.29594,0.325,0.134595988,0.315,0.595,15,34117,0.956424001
47101,Lewis County,TN,5,Working Class Country,9997.189937,0.36,0.145786845,0.291,0.294,11,38074,0.933803763
47105,Loudon County,TN,5,Working Class Country,9042.749435,0.297,0.134861855,0.185,0.36,13,56774,0.882730206
47111,Macon County,TN,5,Working Class Country,10807.05533,0.324,0.147697249,0.252,0.472,12,34203,0.918635395
47115,Marion County,TN,5,Working Class Country,10267.74259,0.343,0.114743394,0.262,0.475,8,42348,0.919320818
47127,Moore County,TN,5,Working Class Country,7868.933074,0.327,0.112454655,0.177,0.336,11,54922,0.932943223
47135,Perry County,TN,5,Working Class Country,12542.29613,0.323,0.136385856,0.326,0.375,12,35140,0.924912105
47137,Pickett County,TN,5,Working Class Country,9134.413782,0.329,0.125428195,0.273,0.296,15,36595,0.966744457
47151,Scott County,TN,5,Working Class Country,13054.34183,0.314,0.124354041,0.285,0.309,13,34196,0.975258578
47159,Smith County,TN,5,Working Class Country,8771.170271,0.351,0.10141159,0.206,0.439,15,46977,0.931711832
47169,Trousdale County,TN,5,Working Class Country,10350.5822,0.322,0.136133453,0.246,0.487,12,44971,0.855761093
47171,Unicoi County,TN,5,Working Class Country,9772.661834,0.346,0.133125363,0.27,0.256,15,39755,0.935323664
47173,Union County,TN,5,Working Class Country,10897.00203,0.323,0.153273526,0.324,0.618,15,37955,0.964211076
47175,Van Buren County,TN,5,Working Class Country,12221.32148,0.342,0.123087463,0.319,0.509,13,38123,0.959571102
47181,Wayne County,TN,5,Working Class Country,9467.882358,0.33,0.124773336,0.282,0.407,8,37672,0.900137617
47185,White County,TN,5,Working Class Country,11624.96668,0.323,0.134395814,0.261,0.296,10,39818,0.935992196
48007,Aransas County,TX,5,Working Class Country,11303.97773,0.3,0.217230939,0.329,0.27,14,44866,0.678667237
48015,Austin County,TX,5,Working Class Country,7121.211248,0.286,0.177884615,0.22,0.396,5,55973,0.628133611
48019,Bandera County,TX,5,Working Class Country,5787.924364,0.282,0.172180355,0.243,0.547,6,55885,0.783982366
48031,Blanco County,TX,5,Working Class Country,7953.296623,0.306,0.214857279,0.176,0.398,8,57634,0.77247191
48035,Bosque County,TX,5,Working Class Country,8273.941429,0.283,0.226923077,0.262,0.44,7,47636,0.785986628
48051,Burleson County,TX,5,Working Class Country,8790.818791,0.311,0.212412212,0.244,0.448,7,48533,0.647240991
48053,Burnet County,TX,5,Working Class Country,7240.97348,0.295,0.221218439,0.204,0.341,7,55919,0.738273901
48059,Callahan County,TX,5,Working Class Country,9221.74944,0.28,0.188784009,0.247,0.272,7,45727,0.86316932
48083,Coleman County,TX,5,Working Class Country,9037.041911,0.284,0.218325434,0.333,0.256,9,42258,0.769477435
48089,Colorado County,TX,5,Working Class Country,8671.347312,0.279,0.196750351,0.23,0.236,6,48161,0.567914744
48097,Cooke County,TX,5,Working Class Country,8471.861288,0.302,0.195624196,0.215,0.291,9,59243,0.758136811
48149,Fayette County,TX,5,Working Class Country,6516.037431,0.27,0.207758711,0.161,0.243,6,53776,0.713507495
48159,Franklin County,TX,5,Working Class Country,9001.748044,0.286,0.18542654,0.258,0.272,5,44202,0.789667201
48171,Gillespie County,TX,5,Working Class Country,5927.720423,0.256,0.229645777,0.168,0.212,5,58787,0.754609555
48193,Hamilton County,TX,5,Working Class Country,12408.98233,0.3,0.243630308,0.252,0.215,9,45718,0.845857418
48213,Henderson County,TX,5,Working Class Country,10321.58048,0.317,0.210115405,0.265,0.393,8,43425,0.787537077
48217,Hill County,TX,5,Working Class Country,8463.500314,0.288,0.221175085,0.25,0.406,7,47338,0.712005018
48221,Hood County,TX,5,Working Class Country,8156.000569,0.27,0.195647474,0.177,0.469,7,57346,0.844873982
48265,Kerr County,TX,5,Working Class Country,7766.982153,0.285,0.211139354,0.275,0.185,9,50461,0.693538366
48281,Lampasas County,TX,5,Working Class Country,8646.40272,0.302,0.200059952,0.224,0.452,5,52637,0.726252409
48285,Lavaca County,TX,5,Working Class Country,7609.702182,0.296,0.177926901,0.176,0.313,5,48975,0.739259932
48289,Leon County,TX,5,Working Class Country,10463.7909,0.302,0.224276032,0.267,0.398,8,44891,0.761431297
48331,Milam County,TX,5,Working Class Country,10074.91642,0.3,0.189887119,0.265,0.421,6,42302,0.6248643
48337,Montague County,TX,5,Working Class Country,9784.092553,0.266,0.214385708,0.237,0.305,10,46237,0.857216442
48363,Palo Pinto County,TX,5,Working Class Country,10332.88433,0.293,0.21956194,0.26,0.326,8,43589,0.752718069
48379,Rains County,TX,5,Working Class Country,8767.000732,0.309,0.211277575,0.264,0.526,10,47354,0.856637794
48477,Washington County,TX,5,Working Class Country,6627.198633,0.304,0.188918507,0.208,0.231,5,53157,0.641259699
48499,Wood County,TX,5,Working Class Country,9839.479431,0.294,0.199324103,0.234,0.415,8,47260,0.828475818
51017,Bath County,VA,5,Working Class Country,8227.587494,0.266,0.106948641,0.177,0.361,6,47059,0.912198391
51021,Bland County,VA,5,Working Class Country,11063.91724,0.284,0.098765432,0.167,0.475,15,44827,0.941962229
51027,Buchanan County,VA,5,Working Class Country,12702.84287,0.324,0.131033281,0.307,0.457,15,31763,0.948868248
51035,Carroll County,VA,5,Working Class Country,8810.763281,0.305,0.13943204,0.226,0.339,7,40390,0.952050388
51051,Dickenson County,VA,5,Working Class Country,13832.23533,0.345,0.12886031,0.299,0.469,15,32795,0.977351684
51063,Floyd County,VA,5,Working Class Country,6954.715122,0.267,0.123256568,0.172,0.501,7,42670,0.932299282
51067,Franklin County,VA,5,Working Class Country,7155.665794,0.292,0.126379627,0.184,0.48,9,52424,0.872460718
51077,Grayson County,VA,5,Working Class Country,7453.519546,0.299,0.128258603,0.259,0.397,7,36113,0.929370491
51125,Nelson County,VA,5,Working Class Country,7979.745637,0.292,0.134003952,0.206,0.533,7,54188,0.814715179
51139,Page County,VA,5,Working Class Country,8166.659616,0.26,0.138896266,0.239,0.421,10,45834,0.944280037
51141,Patrick County,VA,5,Working Class Country,10496.04043,0.285,0.140092303,0.275,0.391,10,38539,0.896892261
51167,Russell County,VA,5,Working Class Country,10597.69639,0.303,0.12536417,0.237,0.454,15,39003,0.967446109
51169,Scott County,VA,5,Working Class Country,8294.345473,0.309,0.109634949,0.24,0.47,11,38612,0.967168263
51185,Tazewell County,VA,5,Working Class Country,10660.56923,0.322,0.125964635,0.248,0.293,15,38992,0.939644128
51195,Wise County,VA,5,Working Class Country,11651.60129,0.312,0.117624072,0.286,0.258,15,33810,0.915799939
53051,Pend Oreille County,WA,5,Working Class Country,10055.43244,0.298,0.075765229,0.267,0.37,14,48706,0.888821154
54001,Barbour County,WV,5,Working Class Country,8632.522007,0.365,0.082990131,0.305,0.418,9,36485,0.953954013
54005,Boone County,WV,5,Working Class Country,13024.29324,0.391,0.073857404,0.302,0.515,15,36313,0.977384292
54007,Braxton County,WV,5,Working Class Country,8950.126526,0.351,0.089440433,0.311,0.365,9,36612,0.968419598
54013,Calhoun County,WV,5,Working Class Country,9870.704413,0.332,0.088637919,0.3,0.406,10,33818,0.972737187
54015,Clay County,WV,5,Working Class Country,9972.072942,0.365,0.092675426,0.365,0.573,13,33706,0.977762727
54017,Doddridge County,WV,5,Working Class Country,7739.993697,0.387,0.065554822,0.264,0.547,11,40524,0.951028171
54019,Fayette County,WV,5,Working Class Country,11816.12584,0.367,0.082258436,0.303,0.386,15,38829,0.926245967
54027,Hampshire County,WV,5,Working Class Country,9582.276926,0.378,0.094002529,0.245,0.545,13,45172,0.958113386
54031,Hardy County,WV,5,Working Class Country,8271.045011,0.395,0.097313597,0.234,0.313,7,40243,0.899344805
54033,Harrison County,WV,5,Working Class Country,9312.029409,0.332,0.065614394,0.202,0.258,12,46548,0.942880117
54035,Jackson County,WV,5,Working Class Country,8947.54022,0.338,0.070582723,0.229,0.435,10,43544,0.973072173
54041,Lewis County,WV,5,Working Class Country,10118.87845,0.36,0.073129513,0.248,0.435,8,36826,0.964620762
54043,Lincoln County,WV,5,Working Class Country,10714.1475,0.388,0.082589286,0.32,0.61,15,32477,0.978428787
54045,Logan County,WV,5,Working Class Country,14762.09885,0.418,0.080848315,0.322,0.307,15,35667,0.960148368
54047,McDowell County,WV,5,Working Class Country,19356.98247,0.446,0.094447589,0.441,0.41,15,24460,0.887309963
54049,Marion County,WV,5,Working Class Country,7680.544019,0.345,0.069210781,0.225,0.343,8,45712,0.929640242
54053,Mason County,WV,5,Working Class Country,10668.95392,0.383,0.069313467,0.242,0.408,15,42187,0.968462255
54055,Mercer County,WV,5,Working Class Country,12642.59488,0.362,0.076395262,0.299,0.233,15,36871,0.904478402
54059,Mingo County,WV,5,Working Class Country,15716.12898,0.377,0.088770865,0.368,0.423,15,30638,0.95800706
54063,Monroe County,WV,5,Working Class Country,10231.44074,0.322,0.087962963,0.253,0.489,15,38395,0.962528048
54065,Morgan County,WV,5,Working Class Country,7642.354381,0.355,0.087099846,0.21,0.484,14,59573,0.956045826
54067,Nicholas County,WV,5,Working Class Country,11685.12083,0.383,0.0745836,0.269,0.399,13,37359,0.971711904
54071,Pendleton County,WV,5,Working Class Country,6590.922349,0.363,0.084289746,0.252,0.387,10,39951,0.95107077
54073,Pleasants County,WV,5,Working Class Country,8738.155819,0.336,0.055062167,0.183,0.45,11,47276,0.960479515
54077,Preston County,WV,5,Working Class Country,7366.237074,0.351,0.073779131,0.228,0.474,8,44438,0.96445287
54081,Raleigh County,WV,5,Working Class Country,11980.98678,0.368,0.081089238,0.242,0.268,15,42282,0.87353951
54085,Ritchie County,WV,5,Working Class Country,9355.486424,0.374,0.087324656,0.243,0.381,7,42154,0.976708861
54087,Roane County,WV,5,Working Class Country,9782.537333,0.373,0.095569675,0.312,0.399,12,35135,0.968327703
54089,Summers County,WV,5,Working Class Country,12034.91986,0.343,0.079961361,0.33,0.419,15,31458,0.914776259
54091,Taylor County,WV,5,Working Class Country,8333.049522,0.352,0.068937126,0.229,0.445,8,44598,0.962453289
54095,Tyler County,WV,5,Working Class Country,6960.988477,0.323,0.067508155,0.236,0.459,8,42429,0.9780428
54099,Wayne County,WV,5,Working Class Country,9846.528778,0.385,0.074237524,0.288,0.315,15,40881,0.973797834
54101,Webster County,WV,5,Working Class Country,9294.734671,0.392,0.091256992,0.431,0.368,15,30578,0.972704141
54103,Wetzel County,WV,5,Working Class Country,8962.071625,0.358,0.075272313,0.279,0.367,8,42679,0.972890026
54105,Wirt County,WV,5,Working Class Country,7151.54819,0.373,0.072281584,0.271,0.56,10,37542,0.970031002
54109,Wyoming County,WV,5,Working Class Country,14814.25664,0.405,0.083458521,0.311,0.443,15,36018,0.97261407
55005,Barron County,WI,5,Working Class Country,5422.422712,0.325,0.074522914,0.165,0.201,5,49581,0.935369506
55029,Door County,WI,5,Working Class Country,6599.348519,0.28,0.0694311,0.14,0.185,5,56298,0.94294414
55047,Green Lake County,WI,5,Working Class Country,6070.508284,0.368,0.09565455,0.19,0.314,6,50386,0.926972595
55057,Juneau County,WI,5,Working Class Country,7115.092941,0.353,0.084208411,0.209,0.276,7,47938,0.916495395
55067,Langlade County,WI,5,Working Class Country,8423.71463,0.307,0.079715108,0.23,0.268,7,44522,0.942979033
55069,Lincoln County,WI,5,Working Class Country,5973.629124,0.289,0.061839154,0.146,0.303,6,54471,0.955236184
55075,Marinette County,WI,5,Working Class Country,6609.094553,0.322,0.067154638,0.17,0.219,6,44265,0.955669161
55077,Marquette County,WI,5,Working Class Country,6725.205116,0.36,0.074647642,0.2,0.405,10,50032,0.936616447
55083,Oconto County,WI,5,Working Class Country,5897.56074,0.313,0.068150209,0.131,0.437,5,58025,0.950761421
55095,Polk County,WI,5,Working Class Country,6668.291615,0.322,0.075372706,0.13,0.411,4,53661,0.951151078
55099,Price County,WI,5,Working Class Country,5939.623929,0.339,0.067641861,0.168,0.22,7,46414,0.947917437
55107,Rusk County,WI,5,Working Class Country,6650.189289,0.313,0.086466513,0.218,0.271,6,43075,0.94952927
55115,Shawano County,WI,5,Working Class Country,6122.965991,0.341,0.08748766,0.185,0.336,5,50203,0.87048853
55135,Waupaca County,WI,5,Working Class Country,6104.968157,0.322,0.065616032,0.146,0.323,4,52125,0.946403276
55137,Waushara County,WI,5,Working Class Country,6350.273108,0.342,0.087828052,0.235,0.384,5,47596,0.896117871
1031,Coffee County,AL,6,Military Posts,7295.411499,0.342,0.119332472,0.213,0.233,5,48632,0.706535744
1045,Dale County,AL,6,Military Posts,7910.29161,0.365,0.114726905,0.297,0.259,6,40523,0.695262666
2020,Anchorage Borough,AK,6,Military Posts,7477.674903,0.278,0.135606398,0.102,0.14,10,83959,0.586216263
2060,Bristol Bay Borough,AK,6,Military Posts,22053.92188,0.391,0.217054264,0.142,0.023,10,68026,0.436525613
2068,Denali Borough,AK,6,Military Posts,7906.362967,0.264,0.191451991,0.085,0.218,4,72378,0.825396825
2090,Fairbanks North Star,AK,6,Military Posts,6714.15824,0.289,0.140926419,0.099,0.147,7,73427,0.70219174
2110,Juneau Borough,AK,6,Military Posts,6443.884886,0.288,0.142978063,0.099,0.061,8,82011,0.649347049
2130,Ketchikan Gateway Bo,AK,6,Military Posts,6514.578964,0.345,0.187846718,0.129,0.069,8,67125,0.643314419
2150,Kodiak Island Boroug,AK,6,Military Posts,6663.045499,0.296,0.209514579,0.093,0.019,9,74683,0.499781532
2220,Sitka Borough,AK,6,Military Posts,4676.7622,0.284,0.199840764,0.094,0.024,10,72795,0.613816535
2240,Southeast Fairbanks,AK,6,Military Posts,7295.959516,0.326,0.217303484,0.169,0.101,6,59412,0.74141943
2261,Valdez-Cordova Censu,AK,6,Military Posts,7445.12734,0.309,0.186220188,0.113,0.056,8,69755,0.699732763
2282,Yakutat Borough,AK,6,Military Posts,,0.312,0.33911368,0.317,0,1,57687,0.329450915
4003,Cochise County,AZ,6,Military Posts,7353.007015,0.266,0.106833615,0.332,0.205,10,45151,0.55696112
8041,El Paso County,CO,6,Military Posts,6454.671194,0.225,0.080781348,0.148,0.254,11,63610,0.698935323
9011,New London County,CT,6,Military Posts,5761.206095,0.287,0.054641788,0.135,0.274,10,70258,0.757376733
10001,Kent County,DE,6,Military Posts,8121.835476,0.336,0.06914785,0.208,0.35,8,53994,0.624114124
12003,Baker County,FL,6,Military Posts,7984.31295,0.344,0.117562425,0.239,0.506,11,51904,0.812721481
12005,Bay County,FL,6,Military Posts,9478.016095,0.301,0.137970361,0.23,0.287,11,48843,0.769641362
12033,Escambia County,FL,6,Military Posts,9331.068465,0.29,0.127224829,0.258,0.211,9,45004,0.64772976
12091,Okaloosa County,FL,6,Military Posts,7219.566275,0.255,0.126038638,0.164,0.314,9,58009,0.74402744
13029,Bryan County,GA,6,Military Posts,8299.396603,0.298,0.128524257,0.125,0.58,5,77244,0.73922164
13039,Camden County,GA,6,Military Posts,7549.738279,0.333,0.125254583,0.244,0.295,6,53130,0.701120586
13053,Chattahoochee County,GA,6,Military Posts,8904.411776,0.282,0.110086911,0.228,0.154,6,44097,0.593755722
13073,Columbia County,GA,6,Military Posts,5559.233084,0.312,0.115195982,0.092,0.323,5,74908,0.696012208
